template,count
[#6:1]1:[#6:2]:[#7:14](-[#6:13]-[#6:12]:[#6:11]:[#6:10]:[#6:9]-[#6:8]-[#7:7]2:[#6:3]:[#6:4]:[#7:5]:[#7:6]:2):[#7:15]:[#7:16]:1>>[#6:1]#[#6:2].[#6:3]#[#6:4].[#7;-1:5]=[#7;+1:6]=[#7:7]-[#6:8]-[#6:9]:[#6:10]:[#6:11]:[#6:12]-[#6:13]-[#7:14]=[#7;+1:15]=[#7;-1:16],14
[#6:1]-[#7:2]>>Cl-[#6:1].[#7:2],13
[#6:6]1:[#6:5]:[#7:4]:[#6:3]:[#6:1]2:[#6:2]:[#7:9]:[#7:8]:[#7:7]:1:2>>O-C(=O)-[#6:1]#[#6:2].[#6:3]:[#7:4]-[#6:5]:[#6:6]-[#7:7]=[#7;+1:8]=[#7;-1:9],13
[#6:2]1:[#6:1]:[#7:5]:[#7:4]:[#7:3]:1>>[#6:1]#[#6:2]-[Ag].[#7:3]=[#7;+1:4]=[#7;-1:5],13
[#6:2]-[#16:1]-[#6:3]1:[#6:4]:[#7:7]:[#7:6]:[#7:5]:1>>C-c1:c:c:c(-[#16:1](=O)(=O)-O-[#6:2]):c:c:1.[#6:3]#[#6:4].[#7:5]=[#7;+1:6]=[#7;-1:7],13
[#6:3]:[#8:2]:[#6:1]:[#7:4]>>Cl-[#6:1]=[#8:2].[#6:3]:[nH]:n:[#7:4],12
[#6:1]1:[#6:2]:[#7:13](-[#6:12]-[#6:11]-[#6:10]-[#6:9]-[#6:8]-[#7:7]2:[#6:3]:[#6:4]:[#7:5]:[#7:6]:2):[#7:14]:[#7:15]:1>>[#6:1]#[#6:2].[#6:3]#[#6:4].[#7;-1:5]=[#7;+1:6]=[#7:7]-[#6:8]-[#6:9]-[#6:10]-[#6:11]-[#6:12]-[#7:13]=[#7;+1:14]=[#7;-1:15],12
[#6:2]1:[#6:1]:[#7:3]:[#7:4]:[#7:5]:1>>C-[Si](-C)(-C)-[#6:1]:[#6:2]-O-S(-F)(=O)=O.[#7:3]=[#7;+1:4]=[#7;-1:5],12
[#7:4]-[#6:1]-[#6:2]1:[#6:3]:[#7:5]:[#7:6]:[#7:7]:1>>C-C(=O)-O-[#6:1]-[#6:2]#[#6:3].[#7:4].[#7:5]=[#7;+1:6]=[#7;-1:7],11
[#6:1]1:[#6:2]:[#6:3]:[#7:4]:[#8:5]:1>>[#6:1]#[#6:2].[#6:3]=[#7:4]-[#8:5],11
[#6:2]1:[#6:1]:[#7:3]:[#7:4]:[#7:5]:1>>O-C-[#6:1]#[#6:2].[#7:3]=[#7;+1:4]=[#7;-1:5],11
[#15:1]-[#6:3]1:[#6:2]:[#7:4]:[#7:5]:[#7:6]:1>>Cl-[#15:1].[#6:2]#[#6:3].[#7:4]=[#7;+1:5]=[#7;-1:6],11
[#6:1]1:[#6:2]:[#7:14](-[#6:13]-[#6:12]-[#6:11]-[#6:10]-[#6:9]-[#6:8]-[#7:7]2:[#6:3]:[#6:4]:[#7:5]:[#7:6]:2):[#7:15]:[#7:16]:1>>[#6:1]#[#6:2].[#6:3]#[#6:4].[#7;-1:5]=[#7;+1:6]=[#7:7]-[#6:8]-[#6:9]-[#6:10]-[#6:11]-[#6:12]-[#6:13]-[#7:14]=[#7;+1:15]=[#7;-1:16],11
[#6:1]=[#6:3]-[#7:4]-[#6:5]1:[#6:2]:[#7:8]:[#7:7]:[#7:6]:1>>[#6:1]#[#6:2].[#6:3]1=[#7:4]-[#6:5]-1.[#7:6]=[#7;+1:7]=[#7;-1:8],10
[#6:3]:[#7:2]:[#6:1]:[#7:4]>>Cl-[#6:1]=[#7:2].[#6:3]:[nH]:n:[#7:4],10
[#6:5](-[#7:4]-[#6:3]-[#6:2]1:[#6:1]:[#7:10]:[#7:11]:[#7:12]:1)-[#7:6]-[#6:7]-[#6:8]1:[#6:9]:[#7:13]:[#7:14]:[#7:15]:1>>[#6:1]#[#6:2]-[#6:3]-[#7:4]-[#6:5]-[#7:6]-[#6:7]-[#6:8]#[#6:9].[#7:10]=[#7;+1:11]=[#7;-1:12].[#7:13]=[#7;+1:14]=[#7;-1:15],10
[#8:4]-[#6:3]-[#6:2]1:[#6:1]:[#7:7](-[#6:8]-[#6:9]-[#8:10]):[#7:6]:[#7:5]:1>>[#6:1]#[#6:2]-[#6:3]=[#8:4].[#7;-1:5]=[#7;+1:6]=[#7:7]-[#6:8]-[#6:9]=[#8:10],10
[#15:1]-[#6:2]1:[#6:3]:[#7:4]:[#7:5]:[#7:6]:1>>[#15:1]-O-[#6:2]#[#6:3].[#7:4]=[#7;+1:5]=[#7;-1:6],9
[#16:1]-[#7:8]1:[#6:6]:[#6:5](-[#6:4]-[#6:3]-[#7:2]-[#16:7]):[#7:10]:[#7:9]:1>>[#16:1]-[#7:2]-[#6:3]-[#6:4]-[#6:5]#[#6:6].[#16:7]-[#7:8]=[#7;+1:9]=[#7;-1:10],9
