template,count
[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[C;H0;D4;+0:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].Cl-[Mg]-[C;H0;D4;+0:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7],26
[c:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].Br-[c;H0;D3;+0:4](:[c:5]):[c:6],25
[#8:5]-[CH2;D2;+0:4]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].Cl-[CH2;D2;+0:4]-[#8:5],24
[CH3;D1;+0:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[c:4]>>Br-[Mg]-[CH3;D1;+0:1].Cl-[C;H0;D3;+0:2](=[O;D1;H0:3])-[c:4],24
[C;D1;H2:4]=[CH;D2;+0:3]-[CH2;D2;+0:1]-[c:2]>>Br-[CH2;D2;+0:1]-[c:2].Br-[Mg]-[CH;D2;+0:3]=[C;D1;H2:4],24
[F;D1;H0:5]-[CH;D3;+0:4](-[F;D1;H0:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].I-[CH;D3;+0:4](-[F;D1;H0:5])-[F;D1;H0:6],24
[C:2]-[C;H0;D3;+0:1](=[C;D1;H2:3])-[CH;D2;+0:4]=[C;D1;H2:5]>>Br-[C;H0;D3;+0:1](-[C:2])=[C;D1;H2:3].Br-[Mg]-[CH;D2;+0:4]=[C;D1;H2:5],24
[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[CH;D3;+0:4](-[C;D1;H3:5])-[C;D1;H3:6]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].Cl-[Mg]-[CH;D3;+0:4](-[C;D1;H3:5])-[C;D1;H3:6],24
[#7;a:7]:[c:6]:[c;H0;D3;+0:4](:[c:5])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].Cl-[c;H0;D3;+0:4](:[c:5]):[c:6]:[#7;a:7],24
[C:5]-[CH2;D2;+0:4]-[CH2;D2;+0:1]-[C:2]=[C;D1;H2:3]>>Cl-[Mg]-[CH2;D2;+0:1]-[C:2]=[C;D1;H2:3].I-[CH2;D2;+0:4]-[C:5],24
[#7;a:5]:[c;H0;D3;+0:4](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Cl-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].Cl-[c;H0;D3;+0:4](:[#7;a:5]):[c:6],23
[C;D1;H2:8]=[C:7]-[c:6]:[c;H0;D3;+0:4](:[c:5])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].Cl-[c;H0;D3;+0:4](:[c:5]):[c:6]-[C:7]=[C;D1;H2:8],23
[C:5]-[CH;D3;+0:4](-[C:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].I-[CH;D3;+0:4](-[C:5])-[C:6],23
[c:5]:[c;H0;D3;+0:4](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Cl-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].Cl-[c;H0;D3;+0:4](:[c:5]):[c:6],23
