template,count
[C:4]-[NH;D2;+0:5]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>F-C(-F)(-F)-S(=O)(=O)-O-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[NH2;D1;+0:5],33
[#7;a:6]:[c:7](:[#7;a:8])-[NH;D2;+0:9]-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#8;a:5]>>F-C(-F)(-F)-S(=O)(=O)-O-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#8;a:5].[#7;a:6]:[c:7](:[#7;a:8])-[NH2;D1;+0:9],33
[#7;a:5]:[#7;a:6]:[c:7]-[NH;D2;+0:8]-[c;H0;D3;+0:1](:[c:2]):[#7;a:3]:[#7;a:4]>>Br-[c;H0;D3;+0:1](:[c:2]):[#7;a:3]:[#7;a:4].[#7;a:5]:[#7;a:6]:[c:7]-[NH2;D1;+0:8],32
[c:5]:[c;H0;D3;+0:4](:[c:6])-[N;H0;D3;+0:7](-[c:8])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].Br-[c;H0;D3;+0:4](:[c:5]):[c:6].[NH2;D1;+0:7]-[c:8],32
[#7;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[NH;D2;+0:7]-[C:6]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#7;a:5].[C:6]-[NH2;D1;+0:7],31
[C:4]=[N;H0;D2;+0:5]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]=[NH;D1;+0:5],31
[C:4]-[N;H0;D3;+0:5](-[C:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>F-C(-F)(-F)-S(=O)(=O)-O-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[NH;D2;+0:5]-[C:6],31
[#7;a:6]:[c:5]1:[#7;a:4]:[c:3]:[c:2]:[c;H0;D3;+0:1](-[N;H0;D3;+0:9](-[C:8])-[C:10]):[c:7]:1>>Br-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5](:[#7;a:6]):[c:7]:1.[C:8]-[NH;D2;+0:9]-[C:10],31
[#16;a:2]:[c;H0;D3;+0:1](:[#7;a:3])-[NH;D2;+0:4]-[c:5]>>Cl-[c;H0;D3;+0:1](:[#16;a:2]):[#7;a:3].[NH2;D1;+0:4]-[c:5],30
[#7:4]-[C:5](=[O;D1;H0:6])-[C:7]-[N;H0;D3;+0:8](-[C:9]=[O;D1;H0:10])-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[#7:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH;D2;+0:8]-[C:9]=[O;D1;H0:10],30
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3]:[#7;a:4])-[NH;D2;+0:6]-[C:5]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3]:[#7;a:4].[C:5]-[NH2;D1;+0:6],30
[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[NH;D2;+0:7]-[c:6]:[#7;a:5]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].[#7;a:5]:[c:6]-[NH2;D1;+0:7],30
[#7;a:2]:[c;H0;D3;+0:1](-[NH;D2;+0:6]-[c:7]):[c:3]:[c:4]:[#7;a:5]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#7;a:5].[NH2;D1;+0:6]-[c:7],30
[c:4]:[n;H0;D3;+0:5](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3].[c:4]:[nH;D2;+0:5]:[c:6],30
[c:8]-[NH;D2;+0:7]-[c;H0;D3;+0:1]1:[#7;a:2]:[#16;a:3]:[#7;a:4]:[c:5]:[c:6]:1>>Cl-[c;H0;D3;+0:1]1:[#7;a:2]:[#16;a:3]:[#7;a:4]:[c:5]:[c:6]:1.[NH2;D1;+0:7]-[c:8],29
[C:4]-[O;H0;D2;+0:5]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[OH;D1;+0:5],29
[c:2]:[c;H0;D3;+0:1](:[c:3])-[N;H0;D3;+0:5](-[c:4])-[c:6]>>Cl-[c;H0;D3;+0:1](:[c:2]):[c:3].[c:4]-[NH;D2;+0:5]-[c:6],29
[c:5]-[NH;D2;+0:4]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>F-C(-F)(-F)-S(=O)(=O)-O-[c;H0;D3;+0:1](:[c:2]):[c:3].[NH2;D1;+0:4]-[c:5],28
[#7;a:3]:[c:2]:[c;H0;D3;+0:1](:[c:4]:[#7;a:5])-[N;H0;D3;+0:7](-[C:6])-[C:8]>>Br-[c;H0;D3;+0:1](:[c:2]:[#7;a:3]):[c:4]:[#7;a:5].[C:6]-[NH;D2;+0:7]-[C:8],28
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3])-[N;H0;D3;+0:5](-[C:4])-[C:6]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3].[C:4]-[NH;D2;+0:5]-[C:6],28
[C:6]-[N;H0;D3;+0:7](-[C:8])-[c;H0;D3;+0:1]1:[#7;a:2]:[#7;a:3]:[c:4]:[c:5]:1>>Br-[c;H0;D3;+0:1]1:[#7;a:2]:[#7;a:3]:[c:4]:[c:5]:1.[C:6]-[NH;D2;+0:7]-[C:8],28
[C:5]=[C:4]-[c:3]:[c;H0;D3;+0:1](:[c:2])-[NH;D2;+0:6]-[c:7]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]-[C:4]=[C:5].[NH2;D1;+0:6]-[c:7],28
[C:4]-[N;H0;D3;+0:5](-[C:6]=[O;D1;H0:7])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[NH;D2;+0:5]-[C:6]=[O;D1;H0:7],27
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3]:[#7;a:4])-[NH;D2;+0:5]-[c:6]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3]:[#7;a:4].[NH2;D1;+0:5]-[c:6],27
[#7;a:4]:[c:5](:[#7;a:6])-[NH;D2;+0:7]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3].[#7;a:4]:[c:5](:[#7;a:6])-[NH2;D1;+0:7],27
[#7;a:4]:[c:5]-[NH;D2;+0:6]-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[#7;a:4]:[c:5]-[NH2;D1;+0:6],27
