template,count
[O;H0;D1;+0:2]=[C;H0;D3;+0:1](-[c;H0;D3;+0:3](:[c:4]):[c:5])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>C-[Si](-[C;H0;D3;+0:1](=O)-[OH;D1;+0:2])(-[c;H0;D3;+0:3](:[c:4]):[c:5])-c1:c:c:c:c:c:1.I-[c;H0;D3;+0:6](:[c:7]):[c:8],13
[c:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].C=C-C-[Si](-C-C=C)(-C-C=C)-[c;H0;D3;+0:4](:[c:5]):[c:6],13
[#7:4]-[c:5]:[c;H0;D3;+0:6](:[c:7])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>C-O-[Si](-O-C)(-O-C)-[c;H0;D3;+0:1](:[c:2]):[c:3].[#7:4]-[c:5]:[cH;D2;+0:6]:[c:7],12
[c:5]:[c;H0;D3;+0:4](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>C-O-[Si](-O-C)(-O-C)-[c;H0;D3;+0:1](:[c:2]):[c:3].C-S(=O)(=O)-O-[c;H0;D3;+0:4](:[c:5]):[c:6],12
[C:2]#[C;H0;D2;+0:1]-[c;H0;D3;+0:3](:[c:4]):[c:5]>>Br-[C;H0;D2;+0:1]#[C:2].C-O-[Si](-O-C)(-O-C)-[c;H0;D3;+0:3](:[c:4]):[c:5],12
[C;D1;H2:2]=[CH;D2;+0:1]-[c;H0;D3;+0:3](:[c:4]):[c:5]>>C-[Si]1(-[CH;D2;+0:1]=[C;D1;H2:2])-C-C-C-1.I-[c;H0;D3;+0:3](:[c:4]):[c:5],12
[C:5]/[C:4]=[CH;D2;+0:3]/[CH2;D2;+0:1]-[c:2]>>Br-[CH2;D2;+0:1]-[c:2].C-C-O-[Si](-O-C-C)(-O-C-C)/[CH;D2;+0:3]=[C:4]/[C:5],12
[c:5]:[c;H0;D3;+0:4](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>C-O-[Si](-O-C)(-O-C)-[c;H0;D3;+0:1](:[c:2]):[c:3].F-[c;H0;D3;+0:4](:[c:5]):[c:6],12
[C:3]/[C:2]=[CH;D2;+0:1]/[c;H0;D3;+0:4](:[c:5]):[c:6]>>C-[Si](-C)(-O)/[CH;D2;+0:1]=[C:2]/[C:3].Cl-[c;H0;D3;+0:4](:[c:5]):[c:6],12
[c:5]:[c;H0;D3;+0:4](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>C-[Si](-C)(-O)-[c;H0;D3;+0:1](:[c:2]):[c:3].I-[c;H0;D3;+0:4](:[c:5]):[c:6],12
