template,count
[N;D1;H0:9]#[C:8]-[C;H0;D3;+0:7]1=[C;H0;D3;+0:10]2-[NH;D2;+0:11]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[CH2;D2;+0:3]-[C;H0;D3;+0:4]-2=[C:5]-[C:6]-1>>[C;H0;D1;+0:1]=[O;D1;H0:2].[CH2;D1;+0:3]=[C;H0;D2;+0:4]=[C:5]-[C:6]-[CH;D3;+0:7](-[C:8]#[N;D1;H0:9])-[C;H0;D2;+0:10]#[N;H0;D1;+0:11],5
[C:3]-[CH;D3;+0:4]1-[CH2;D2;+0:5]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C;H0;D4;+0:8]2(-[C:9]-[C:10]-2)-[C;H0;D3;+0:7]-1=[C:6]>>[C;H0;D1;+0:1]=[O;D1;H0:2].[C:3]-[CH;D2;+0:4]=[CH2;D1;+0:5].[C:6]=[C;H0;D2;+0:7]=[C;H0;D3;+0:8]1-[C:9]-[C:10]-1,4
[C;D1;H3:3]-[C;H0;D3;+0:4]1=[C;H0;D3;+0:5](-[c:6])-[C;H0;D3;+0:7](=[O;D1;H0:8])-[CH2;D2;+0:1]-[CH2;D2;+0:2]-1>>C-[Si](-C)(-[CH;D2;+0:1]=[CH2;D1;+0:2])-c1:c:c:c:c:n:1.[C;D1;H3:3]-[C;H0;D2;+0:4]#[C;H0;D2;+0:5]-[c:6].[C;H0;D1;+0:7]=[O;D1;H0:8],4
[C:3]-[C;H0;D3;+0:4]1=[C;H0;D3;+0:5](-[C:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[CH2;D2;+0:9]-[CH;D3;+0:8]-1-[C:7]>>[C;H0;D1;+0:1]=[O;D1;H0:2].[C:3]-[C;H0;D2;+0:4]#[C;H0;D2;+0:5]-[C:6].[C:7]-[CH;D2;+0:8]=[CH2;D1;+0:9],4
[C;H0;D3;+0:2]=[C:1]-[C@H;D3;+0:6].[CH2;D2;+0:4]-[C@H;D3;+0:3]-[CH2;D2;+0:7].[CH3;D1;+0:5]>>[C:1]1=[CH;D2;+0:2]-[CH;D3;+0:3]2-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[CH;D3;+0:6]-1-[CH2;D2;+0:7]-2,4
[O;H0;D1;+0:2]=[C;H0;D3;+0:8]1-[CH2;D2;+0:7]-[CH;D3;+0:4]2-[C:5]-[O;H0;D2;+0:6]-[CH2;D2;+0:1]-[C;H0;D3;+0:3]-2=[C;H0;D3;+0:9]-1-[c:10]>>C-C(=O)-O-[CH2;D2;+0:1]-[C@H]1-O-C(-[OH;D1;+0:2])-[C@@H](-O-C(-C)=O)-[C@H]-1-O-C(-C)=O.[CH2;D1;+0:3]=[CH;D2;+0:4]-[C:5]-[O;H0;D2;+0:6]-[CH2;D2;+0:7]-[C;H0;D2;+0:8]#[C;H0;D2;+0:9]-[c:10],4
[#8:1]-[C:2](=[O;D1;H0:3])-[C;H0;D3;+0:4]1=[C;H0;D3;+0:5](-[C:6])-[C;H0;D3;+0:8](=[C:7])-[CH2;D2;+0:9]-[C;H0;D3;+0:10]-1=[O;D1;H0:11]>>[#8:1]-[C:2](=[O;D1;H0:3])-[C;H0;D2;+0:4]#[C;H0;D2;+0:5]-[C:6].[C:7]=[C;H0;D2;+0:8]=[CH2;D1;+0:9].[C;H0;D1;+0:10]=[O;D1;H0:11],4
[C:3]-[C;H0;D3;+0:4]1=[CH;D2;+0:5]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[CH2;D2;+0:8]-[C@H;D3;+0:7]-1-[C:6]>>[C;H0;D1;+0:1]=[O;D1;H0:2].[C:3]-[C;H0;D2;+0:4]#[CH;D1;+0:5].[C:6]-[CH;D2;+0:7]=[CH2;D1;+0:8],4
[C:3]-[C;H0;D3;+0:4]1=[C;H0;D3;+0:5](-[c:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[CH2;D2;+0:9]-[C@@H;D3;+0:8]-1-[C:7]>>[C;H0;D1;+0:1]=[O;D1;H0:2].[C:3]-[C;H0;D2;+0:4]#[C;H0;D2;+0:5]-[c:6].[C:7]-[CH;D2;+0:8]=[CH2;D1;+0:9],4
[C:3]-[CH2;D2;+0:4]-[C;H0;D3;+0:5]1=[CH;D2;+0:6]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[CH2;D2;+0:9]-[C;H0;D3;+0:8]-1=[C:7]>>[C;H0;D1;+0:1]=[O;D1;H0:2].[C:3]-[CH;D2;+0:4]=[C;H0;D2;+0:5]=[CH2;D1;+0:6].[C:7]=[C;H0;D2;+0:8]=[CH2;D1;+0:9],4
